,Channel_name,Vid_ids
0,Tina Huang,"['sS09Q-rKjos', 'A3x0gYW42Ts', 'egBzpILuNhA', 'SQNzij5m_Yg', '8tpha6FIa_k', 'UvqN3bAv0pM', 'O90PZJUljOA', 'jd9lEAqkp9Y', '9rGweuLdook', 'oJDlPIVJZbw', '0QFh1expGNs', 'Dw_ko_L232M', '_xf1TMs0ysk', 'uQmjcGGCPGA', 'dFApiK0kpUA', 'd_RtvjDJGbY', 'QKqjV6L5VRY', 'aBkt_gIUP_c', '64OHAH0NbP8', 'vKsaO5IetS0', 'CL3GWyofdXY', 'SrJzxalevjY', '_WHNz0pcEZw', 'FYCXI0-S3Ug', 'QlFV7LNPBEM', '0nBqRVNSIOg', 'deIUUboTeig', 'tF2h9UaRx7w', 'Zk_w_qCnQnU', 'KAVw910mIrI', '8_B2XA9uaGI', 'mtgt1ElOo0U', '_5jlPHUWvpQ', 'wKrxoau0NwE', 'uJE_nOIetgE', 'INymz5VwLmk', 'DoFZtsV25Zw', 'sOZ8MxFw8TQ', 'XPYT8BaTqoA', 'YUQ18uSrwqE', 'qSlGASiJV_4', 'dq_WCdTlPtU', 'yVj2pkeoy54', 'ZI1b8YHR6M4', '5QfjIZb9rJM', 'invk7t5YgcU', 'q6_9mdCkQhE', 'doBZSrFxLeM', 'AID4juOgYpk', 'xZi8cHzBdGE', 'yAwG8DoTmjI', 'AMSTAEbkqzo', 'PYFFskfQM2w', '52ErSpBX0F8', 'SIsjD2bxuoc', 'MHPGeQD8TvI', 'pgHwk5HvHmI', 'GMq8Y9vdJyI', '_EzmbCuoFcU', 'jMVOtD1kwJI', 'cvTpocrPNlo', '7HMCEwu5oY0', '7M-f-PwfUds', '5YaIegbrq5o', 'EHYv-9qSMBg', 'M52Cjh3Dil4', 'C9o0oiAJFLA', 'q10BfdliUdM', '71RVNeseKZw', '1jZ1JnbqYQw', '5wMl5FM2swo', 'Du6kk8IJAu4', 'Axu4tJl8gbM', 'zLaymr5jjMI', 'kHOVWiZKpHM', 'Y6q9TTOOyy0', 'mqc46gdNs4E', 'ndPDXX78wcM', 'C8iL4V-y1Qs', '_77TxNGR21A', 'ZSXjj0HW6Kg', 'vx-x-yXXE9I', 'qH7rq7p8N5s', '7LDKpNLsBpc', 'OFJIRSsoK5A', '27zOn3IJB_M', 'BADhEALNVUA', '1u1GT4sdvdA', 'AOtHIF3N0cQ', 'WDhgOCoPT-g', 'lCi6fWuI8r4', '5ILM65Yi9LA', 'n9OTXvYaP5k', 'eAgv2-XBIac', 'Td-cmLfQ7uU', 'rd1HKwJT6GM', 'kO_LUVkKdJM', '2goqyY5XBeI', 'wQJUI8dSWNQ', 'vaD3ZFFNwhM', 'mueI-I7Suxw', '-zQ-Pf491bQ', 'Rx1i1J4m4MQ', 'JUkSeqe1eYQ', 'KsQU_3n0IYE']"
1,Alex The Analyst,"['gCg47n_TlFc', 'sW5LoDA1ssM', '4nsdARJGzJ0', '_QvQxm4dptI', 'HX2TabgkzHo', 'gP-AxNi6uxo', 'KB2CtEDrglY', '2HfSFdPEFRg', 'g0m5sEHPU-s', 'Q7i6zxHVj2Q', 'ddn-2r1j_OU', 'Pf-9pjJK1e0', '-bSkREem8dM', 'xKdtP3IZbnU', 'GsAXOr715AU', '2JnlQ8jwWbE', 'hNTNZ00cZig', 'gz2j5NBESSs', 'opJgMj1IUrc', 'yRWkSKRYCaI', '_jmiEGZ6PIY', '4A8LV6fObYA', 'MPENhkuSo0Q', '3irO29PJQHs', 'uHJFJUIYNAo', 'gMAHXrty6wI', 'BIUFr9srS78', '_eZRkmRfVTM', 's3JmRxs53W4', 'yDG5KiiOZcQ', 'Z7hPEwCzk2s', 'XRPyj7cKVsQ', 'lH7HfwUFnYA', 'zOR0-nygfDE', 'A4SVUF-fTwc', 'FnTunxd8tAM', '-_z_aphWSEo', 'pL0jEjeM5hI', 'eg_5EAUXs5o', 'ebjDwX8sUMk', 'f6qxxtWkaUg', '6xv1KvCMF1Q', '465x3JmMJYU', 'Ns1ZpTxQnUE', 'HiOtQMcI5wg', 'CUa30M_FPhk', 'DKrSgSy6F1o', '_zxPx1PQCqI', 'UGF49YZZRNc', 'aLp-6C-p-T0', 'ocdwh0KYeUs', 'iPYVYBtUTyE', 'dMHWOhgzUhU', 'A-LkxegXFX8', 'RJw-GSXXguA', '8rO7ztF4NtU', 'QILNlRvJlfQ', 'SVv0WwPzaUg', 'qfyynHBFOsM', 'm1KcNV-Zhmc', 'IZRe0nwkuXc', '9RRQtNnq3s0', 'qewHAdfzLOw', 'bHssBHfHWmU', 'A4OVjWeVb10', 'SIseim20_Dc', 'NrBJmtD0kEw', 'wnapnTAMj68', 'duMcYRtQITA', 'QG1fo7LFesA', 'pYRG5X7110M', 'NViKsiGP4TY', '1gdKC5O0Pwc', 'GQj6_6V_jVA', 'RF0LE3hYFrI', '8o-O6pR6yAE', 'eFDbE5Yunj0', 'D9bNctNnAig', 'VsztBAEtC7c', 'T3KMZoXrVTQ', 'tJaDicmRW7s', 'hfRcaRw_atI', 'aPDOGxrONy0', 'w25ZjL0OqT4', 'EWPeAXrF3zg', 'ru0Xdvxd37Q', 'BAVPAYWAoC4', 'whgwEwA5SHU', 'K1WeoKxLZ5o', '0HRgbb1PcDQ', 'D6XNlTfglW4', 'MQ5UUNjWgug', 'JikLVP9DkPs', 'yzqpYs7dIqY', '7uH7_DThtX0', 'GGLF2jLo8J4', 'BGBXnNvWdQ4', 'PurMLMKNX0I', 'pvxNYyJuiqA', 'rZpfNh28nFI', 'brxnKIy6Cek', 'ySq0cgkZiX4', 'aJ9Q10v8Nrc', 'C2ik_qR5GOU', 'mLUzFXPPa4I', 'XmFhpoS6Etk', '1xT68oeQTd0', 'eTsHJoMmhYQ', '8SolrjsGqzE', 'SKsjWzzz4mY', 'Z2AachB309o', '_gP-DH0iZLw', '-Inc1be4zSg', 'CsMh7Ykmnw4', 'ho2vzKPAD50', '5MZo2RoS8Yo', 'M2ySRYpo9S0', 'ncXgqGePvwI', 'ywZXpfdqg1o', 'IqQCBytyATo', 'MpIi4HtCiVk', 'G4syHs3M82E', 'appOFpF2pFg', 'B2SPC3Wz1R8', 'fUpChfNN5Uo', 'Dk7he_yEs4U', 'LJtFgnHGAos', 'ziurEoqEcO4', 'rLKC--8UYSw', 'sua7xKN0cPc', 'fweZQqB0nwQ', 'oXAwKZWfbW0', 'bhnrIforc7s', 'tYBOMw7Ob8E', 'Twusw__OzA8', 'lYKkro6rKm0', '9URM1_2S0ho', 'qzZU6LAtIig', 'LXwfzIRD-Ds', 'A9TOuDZTPDU', 'PyYgERKq25I', 'RSlqWnP-Dy8', '9o9loJpG-t4', 'Lacbh0VoT3g', 'oZKs2xMbXQE', 'N8f7NtDpbxA', 'wcKzdRVsMOw', 'Ns-8Jsa3mEM', '4rfr6A3lO-Y', 'OTq2NRy_AGs', 'ya28cb3zFGE', 'Hsi2BG0SOiQ', '6lQzbk6_OTw']"
2,Andy Sterkowitz,"['WE-UBkfUlyE', 'y76O-18U3OM', 'UVFh6tL54xA', 'FwOHjZiJtTo', 'AOGxYOtgHwE', 'RYE0QQKJI9o', 'jzaz7oH15IU', 'mw0LGzIKvoo', 'ueXjGMrmn8k', 'bdrcME3cry0', 'oFGtvGKIii8', 'btEAdL1Q2_Y', '7NaeDBTRY1k', 'qBedDXc1fUc', 'JlmJV979_pM', '4nOV65PsmbM', 'nUqwvfXMs0U', 'SoqXyrTtang', 'Baj7GlH7Y1E', 'XkGIQpVX9PU', 'ZOwgNA_zKnE', 'vrmKwQ-JPTA', 'zivngNtLiuY', 'lBhqv9-u8Fg', 'qZ2ZvdXpX2w', 'NmGinyWG2lU', 'PJmXuyatLEw', 'X11n19tQJNI', '7i7xDPr7X-Y', 'jBgeBgEEoFs', 'w5zvh6UThwE', 'Hfx6abgccWg', 'SCOY4MPpuyI', 'ERSfUCUsmOs', 'zv34qmGMDAo', 'kdDZFpJQkzY', 'uXCHDtBypgg', 'ePK0w6C2CEI', 'MPBWUV3RQ3U', 'GOdyt07HTyY', 'B63j1X72zmo', '_Cb7SDwXy9M', 'FtJHPhyHsC8', 'yI2j9ZNOOBk', 'B7J8Idx3hyY', 'gLWS5bSshAY', 'GlpHGWe6Sg4', 'roumzWd4XJU', '-f6nUN2u-EE', 'ZQQu4eamObI', '9uDbYSBrr3o', 'ClDCGRk1Ipg', 'NN1oN0-1M4A', 'OPtdGwaPDGk', 'galglRxph_o', '3sLZP4TSYTA', 'kHyCHqVDYTk', 'anHbfyKtgp4', 'ARZlkT-uWKs', '2ogJYkBmq4M', 'rfVd-r79OL4', '7hTtnWlN4SM', 'DQEVZ5efnO0', 'M_HmVm4D2B8', '1dhPjQlTDek', 'jnLtRv67T2M', 'FzSlY-NRcMs', 'OwuAf0m9yU0', 'LP6gnyi_HmM', 'uCMiGt_ueRw', 'Ceg3vT6Ndzk', 'wBw_y8HNJBM', 'GvLjhHKZUkg', 'nZNUHo_jmdk', 'oqsOhRdE9rA', '7D53fp8_exw', '-xeb0dRpeo0', 'sYjEzOIa5JI', 'oEL6lAdAe_M', 'LhuB2FmYcGg', '_i1Nzi2eHzM', 'dyEcPKkELyw', 't1fVpHNQc_w', '7-s9cK7g9LM', 'YBYmhWlk8o4', 'nNzuXbILw0M', '_nT4R8f5nTI', 'DeqnZIV9Ef8', 'YX9T4V22j-Y', 'LwwQoGC5s5U', '33Tq7_tvHyo', 'tutguTOhRpE', 'D8gfgpEzRRY', 'nIL1ENKDqmM', 'lQ_rGCL17EE', 'wUkulHMhdxI', 'sCtVC9TfttM', '9GHtSbRX3dY', 'GOQRbVtbFrM', '8jMJf33_l7o', 'HJtNUW6kk1E', '98Jygztrp2o', 'PypCLoqAzqc', '4HHQhptFyB0', 'LNC-rItYT8E', 'afop7R5h5vw', '2mOgMkSFLiA', 'Fy8STRx8oxk', 'GiUDWx9NpMU', 'jXMi4cfqEjk', 'GG1BCzpiNsc', 'anfszzl3GpA', 'yMaqpCQ8VM0', 'mzsBqJcsE7I', 's4uS0n9uuwI', 'ne76jVf6MZ4', 'l7ByJtQ8bv4', 'leOX1ehXHNM', 'd7nxcC9i6t8', 'IHQ-UUj0bxs', 'yXIL5CjQJdQ', '488LKEqvRt0', '2-ePXrJZ5Oo', '3DyXlJh_vQw', 'VAkio68d51A', 'fBLZx1IpJ1k', 'LhKsjeHkmz8', 'U9kvBsBs2RQ', 'vfqvzgkYYF0', 'twkSa_x_8-I', 'KZSgHIIIM5E', 'OkopoZGJ8ck', 'DprclCY586w', 'ZjZ8bsIkiSo', 'opiRbgDml24', 'tTKy_9sQ_c4', 'YEpmJ1FEpzM', '_tj95lHttGo', 'XHJhUFa4K-g', '3kzHmaeozDI', 'ELBD9RO8q8U', '6Z5nHeEyjcc', 'ndA_AwYtkvc', 'hhm5L_JoVZc', 'vsXR0I7h3lw', 'M8ZbgDzN-qk', 'l1eB-7bR_TE', 'eG7cPN1uRAA', 'MxxAc9a4ILU', 'B-sh_ncnDUE', 'TPUhOqsul3U', 'NEg-crUGXIM', 'C9Oax_TQaok', '-loQsPYMnk4', 'pEnJR8SmmXM', 'AGHhPG9DVBg', 'JlLGcZtfxA4', 'Nny7Vjry1PI', 'R5cmMOYuU0A', 'OVtJLxIYlxY', 'pgCXz2k_Ji0', 'QVbbhpr4nAE', 'Mi8bptpUqto', '9prJuFyYMMU', 'ltJ1Y8EmBWg', '62tsiY5j4_0', 'tBrBlhG1Xcc', 'zfkw87ckFnA']"
3,Kevin Stratvert,"['wcjj5_FpYq8', 'lOmKuYMwjsk', '4QkmEVkMHKc', 'tRZGeaHPoaw', 'RMS3lej9D5Q', 'qjXyTY7dmJM', 'sD1I190wnMw', 'W68wtRC5dd8', 'fgwGJCBSy8s', '4TdV_bDk6FQ', 'Fz-MkBodFz8', 'NJE-O2yzVj4', '5r0c7Lx2CaQ', 'XuXy1wCkNog', 'QFNbPeGCBqo', 'OpNnMH6iY4A', 'HfwMo6M1XzM', 'qHaZYN5uINc', 'EEksPdEc7aI', 'Y8xhrUa3KH4', 'JblXRikRCAM', 'IrHsdp4jpmw', 'bcD5eMB6sp0', 'WkBJPxmXzuo', 'GhOyjXKPKaY', 't0OfvIHZcVk', 'DLbxGSjZqeo', 'rz_Qkt3jBDA', 'tHPzbBtDNvY', 'XaT2UZ_sanw', '3vSVZ8V2O-o', 'zQYyy13gtLY', 'QJzrXj6CsbE', 'h0nxCDiD-zg', '2TKOyxY2DW4', 'AMH38LNONoU', 'beeNMoXuxPg', '_U84fVpFOmU', 'gSn5JtS53BI', 'c9oxk9W7FkU', 'GNlm8N7G9dg', '5q1ARrpOk3Y', 'uaxEaeRT6DA', '7uAbuWlU0Dg', 'OjShmC6Y_is', 'qi5vRkCX6A4', 'fnkCukHRBVE', 'LmKUxgSIADU', 'zq49V4KEJHs', 'GrVflPPpfDw', 'C3QUKwITVcw', 'pA-LfKCo6U8', 'zlFZYSA3-Fs', 'Awkrjo8egjo', 'J3d6bx3i4l0', 'gaGlBhp8Sjw', 'rRzkFyd417Y', 'HzhduMsfOHw', 'ZltM5thhAFU', 'IGAcKLa1GIA', 'WfzWDGoqrv4', 'fFWl1tjYJSg', 'ij69iW6C2s0', 'oOUf-yD2jUs', 'ZsMdXlPIgYs', 'AYXiV-YYlhU', 'ovgWN6YD2ws', 'LX-S1CX1HUI', '5A-9Ymoj3FE', 'Xkoo1LRMcRk', 'EIcsIEYICVU', 'RswaXcWWCo0', 'xhuwo-q0fEY', 'HXU7lsd0ftA', 'IJQHMFLXk_c', 'KG7Ih_Yf-fg', 'fg2JvYheg74', 'bN564nrkb3o', '497RRIkU38E', 'DdHbK2Pl-XI', 'VIQIGs02veA', 'ZJWZ9udqFAU', '7KXrLkghRfg', 'vXA4YOYBYkk', 'Z4D6Uo4MtYQ', 'BHRKXDmv9eI', '6hMxzxhuD2A', 'h1NnCf67W1M', 'odwoUUwq8kk', 'oD8vbbCKPQg', 'BMXQ4yD0KMc', 'EmXreg0TpC4', 'O4qdXIRlOm8', 'sLOjYaYUaQc', '1dmUggAKzEI', 'qdezE6KguGU', 'fsL57bvd7Pk', 'MTlQvyNQ3PM', '6JhbY8Mku1A', '7UEdYkExwTo', 'rM7csJQtmPQ', '2ij-xXHDzCk', 'vh2jdOQ5VLs', 'r1PNRf_cPqc', 'UAUfMwjqZnw', 'ckvnyy5XyDs', 'hrwUUbaUUOg', 'k99pSedIYas', 'fMOBpjjgDFM', 'N4NGegeYNLM', 'K0LGjAdfX6s', 'ZgY_rxm1J6U', 'ZJR3-UtmoUU', '_DTI-9DnV_g', '2Bjo40Hkd8Y', 'OrCs36S3w3w', 'kfqpFKdDVMU', 'gEXyOpbS-0Q', '7u5mQ6rfows', 'H6N73_ZcQNE', 'PYcMlT_UKuA', 'c7crgJhNWJk', '1DsrniDGOJQ', '9IlVkGulqAQ', 'xaPrTTKGImk', 'iB8PK2POssE', '3zS25g_NhcY', 'waG_JhBgUpM', 'NvGVEmkEokU', 'HkiifH6gYcY', 'NGXBYeSyJh0', '3F7XPfwY16c', 'IX2LS3oYouY', 'wN13OaIpgR4', 'tbphPD_uzYw', 'GHzWVjwNH1s', 'b24MrdQX6zM', '87cqwadac6Y', '26sc2oiMh7Q', '3g1CSG5zvQ0', 'oxkjQm4isVk', 'QaQw3-bE61I', '6BU_ELSsDLc', 'IqpfM2ttxds', 'tJpU6wXI67U', 'i9ZMhmRIjZg', 'ad7ZfXa3bQw', 'il7YS7Dx228', 'U4GpOlExK98', 'yzJ2VyYkmaA', 'hjbieUTTZKI', 'zA1lTpykb1c', 'xnRyb6ggrDA', 'rLWXlc1BW-I', 'VR5vI_s5sFQ', 'b093aqAZiPU', 'RzyrRkGrks0', 'Gu1Tpdss5Co', 'P4lhaSV40no', '6ZPbO7oGBpM', '4Ia3ZwIPuBg', 'E9j1amxFWDA', 'I4T-FGZo7zo', 'pRSLYvqU-tM', 'ycBW5dO0UZ0', 'jmY1Z95Hthk', 'kvfd-G1zs2A', '6cYpJJxvZMc', 'DZEPA9UhLBw', 'UD9e-gQCQsE', 'rB_IiYbOo7w', '3uJd-_JpG1w', 'xjx-y7N8XJI', 'sUVgX9MBUzo', 'ubmwp8kbfPc', 'lm25iKi1spY', 'kYzgtDTf8ow', 'ImSBKHZBSnI', 'XGD0eGfKwlE', 'vgfTUk7_Fxk', 'FcvR0-Uf87E', '1vCua6RGfA8', 'EUp7clOLqQE', '3I64TeJ4iNI', 'IQ_KpBC8fwo', 'cvf0VmmQ3IA', 'UywHb0rOHVI', 'JDacnlHhgjQ', '2RzCbd5XgJg', 'pA3O00G1wt4', 'zHlQ-IDvses', 'BsXzeEEpMvU', 'MkvvohqgHlE', 'tzJ1dZBGpUg', 'YoX_O2Dkeps', 'fuO3w3Vl-PU', 'mlyFIGWkRho', 'wQuRomdiJ58', 'X0J-nO74ELA', 'Gnr7bZQcEWU', 'ZzVAZHH1AQs', 'VDDPoYOQYfM', '5fDrI79FyGM', 'rFlpV5lynCE', '7DHjtQgOnSs', 'hXYHlJpBFUk', 'mpdF5PFkNN0', 'yDNX7V0eZ8U', 'g6zYF7fbJk8', 'UEABW3ddZkc', 'DMfsilBhW7A', 'nCNri04lHaI', 'WjwZTRve3Zc', 'ySENWFIkL7c', 'ZIRnxZYv_jE', 'kt7rfydMCRY', 'gdrxAoqfvbA', 'CznI71noIOE', 'AEEGsTSNuFs', '3LvZsU7ui70', '0aeZX1l4JT4', '1G51dz5Gt-g', 'EK4C1vzmGEU', '5nrxp7lc0so', 'mRTQxVauzr0', 'UguJiz9AYM8', 'TvwXigY0z1k', 'k18AlamWwWo', 'LicfHxvAlXI', 'dxWUH-JgcP8', 'w4fFdKSpTcY', 'SN32Sl7PH8Q', '7Q5yoITiG7o', 'PCMcyYAtRzw', 'A1pCXcuXlDo', '9TVmdFtmbbo', 'edABo0VnHK8', 'ZW_9FwBArDw', 'skMb7B_2JYI', 'AOPa7ORJj4Y', 'w10VrtEJ8ts', 'DOXzMHXif6U', 'DD6Ts7L85tQ', 'eRG8MiLPUxk', 'w_NOLTAzDaQ', 'FJaICKh5kR8', 'lMFZ9N58kMk', 'LxgheItBIzQ', 'zcITARGg3CQ', 'm5emTYD6uH0', '7nPuWYC-wFs', 'Vb3JlDOeJX0', 'VWUxQ3S8S_A', 'hSwvhG5pq_U', 'Nl5AoLusNR4', 'yehTuL441vc', 'kkoWe3s4xjE', 'AMM80BnIgU8', 'asPva2q6ELY', 'sNacQr4jeYg', '2dSARj-lJmY', 'oij_C7wKIP4', 'zdZCGln8yus', 'dwqg52dlbvc', 'sMy-T8RJAo0', 'xKQKw_hCqko', 'EaS2Ooe9BNc', 'vowBdnioYXY', 'Ti2Xoyk5FUQ', 'jJ994OGGjYc', 'MGIgxeIcdkc', '3qc68x859FA', 'HPFhFbw4J-c', 'J7iXt9fLI2U', 'w2I5m1YWM38', 'FxQvsCBpNAw', 'RRxQQxiM7AA', 'C7NnbSNDgco', 'S2sCNNz_Idw', '-wlCZMYq3X0', 'oDeHjYevtiY', 'UikBRfd2XMA', 'ezkvNhnQkcs', 't6yQwLuoO3w', 'Xa-lx5bLF5o', 'W8yCbTlBb0I', 'EGSdLXs_s8U', 'yK4lAkPh-Bo', 'tiGz6payjNg', 'kwSqtNvT7to', 'ivaja7-MprQ', 'TmhQCQr_DCA', '47AwkWZVCxU', 'qsdYmQbXXtY', 'dooaJNiSarc', 'zepTA6Axb38', '8OeETNVoO94', 'smdC25YKhzk', 'szbFDKVHkOM', 'qBXcIw9JQ-Q', 'wNOZRa089-U', 'GeJ6n-tSL_0', '_O5egg9JUOQ', '7Y-eKur822k', 'sX-PQBVjqRE', 'dDO4Y4aDYXw', 'p1iD21BIs8w', 'xSWtRyJpfik', 'vmDlXKWr5x0', 'OrYYQvPilSk', 'A5Q-e9gw9NM', 'slq8qcqvPUM', 'ke4DIsLW2HE', 'FvFpH4ZLda0', 'gDZD-HZoTGA', '30GORuYqfbs', 'oVhVDa5gUmk', 'RT7oWhmLtJA', 'DlVadtJ4wSA', '46PxopP7ReY', 'fGMYvHrIB6M', 'JCTpb9yeGfY', 'kKQLnF-2d9c', '647C4gZt9Fo', 'vFQLanK7Gi4', 'eBDinBWvVxs', 'MCc56WuQMjk', 'RlgFS5C8-OI', 'AKlSgQAchj8', 'aCED-f1FztM', 'yii4M5204SE', 'f2mtp3SEWEg', 'U5EuHY2KDdY', 'BtiVbY7lhqw', '8bF-CSd4HgM', 'KgNliKyVY2Q', 'PgyNPKiFbiE', '8t11Ak86eO0', 'JHHN3d5vw60', 'ZdMMpALMhKA', 'Z9S_2FmLCm8', 'd_iD5PLgr08', '6vn3CCuejJs', 'ZUttvpJMq8E', 'sbzFRRUFGQ4', '6aZ55-UI89o', 'dZLuo7fmqAE', '-LbzfQj5dUw', 'QB4_pBlpPwM', 'To2EHXgqcJc', 'UOVU6qQ2iOM', 'Z4I-bg2KgIA', 'zRZpmkIn5Ac', 'DmmCPsYVyuU', 'O8Y1vlfpbEU', 'Z0JwgwySvag', 'KCi7z-bJJXw', 'F4rWS93-Wbs', 'pC1kLG_Mbds', 'ARQkc-HzKhI', 'XiKPKrWGgf4', 'klvFlrA2E2A', 'Hp3XGClXjBY', 'pGmdfUL5mGU', 'ouFKWHQMxtQ', 'sDBX7XyngRI', '_LUcrGAZgcI', '0M5d5lmOvSU', 'B5eTrwlIZtE', 'QKmrDUJFRkM', 'OxfukizkyCA', 'rA3ZsY2vJfw', 'Ewr7fpHiRvE', 'YwhfTc4uK9Y', '490hWSaqJUg', 'TpzSQoQ0hjU', 'sfTFJUZ4trc', 'DALQ7XR1Yv4', '4ZoKfj_UwEU', 'WYgZWs3Nqqs', 'jrEZMDhf4Qw', 'C0yqZY5Brdc', '-kXofb4ISYw', 'T5vSDAX1HjY', 'F670BbnfAo4', 'Hk9ZZuvBPrQ', 'nuNwAu74xwY', 'if4i55JB58M', 'nyc0B3_vq1Q', 'uwogenOawFc', 'RYYe_Y-99fU', 'RtDQDbPTd9E', 'jBDiEz-hlnc', 'e0h1yBJdAKg', 'ilDdErOabZQ', 'xDUlDhPv1RE', '_gchw1awO7I', 'QR04owFaJy4', '97LNbvxVqDY', 'oSNuRasYl60', '1Y2ZQqEHQGM', 'CeAZCHlW0ZU', 'Os4AKh6v-i4', '2mzGsJtJvLc', 'x31M6qlv0R4', '0i07w2w7d44', 'gxTNbc5WkSQ', 'eCdMsOr_Uvc', 'GZWT1VxTxAA', '8KZ-eKKsc10', 'WG-WjMlc4ME', '5w86HR8RsG8', 'Cw6a3b5QoAs', 'X4k77veybI0', '3o11OlLgYDo', '525FRQwpnQA', 'IpXvS3_S0BU', 'XKyBU4YHbl4', 'zSwI4mgEYtg', 'U_7j7O6pAe0', '9eEv6bCtLmc', 'e7xGuGqgp-Q', 'E9P5eZm1AoA', 'Ac2KETythUE', 'D8JV3w4TOVw', 'hjnQ937cg8g', 'rrBKH55YqLE', 'NpFSsovHgVo', 'kHRc-3rMCg4', 'Lj54ZKiOjVE', 'aThwPl-HdPo', 'yj_s3cdfVDY', 'TSNuB_fdVMs', 'uyj_OljPlcU', 'rGwhSC3At-M', 'uSiJNrD5Ez8', '5MY8GpE8Frw', 'DuQyKM7_V-Y', 'mVJsm_000c0', 'LgsqmXKHsUg', 'XKJyun5et_0', 'IX7DLzFMLpk', 'x0Uvtq3yp6g', 'cYhNu10PCJ0', 'je-FH_ukq6o', 'WTi_sEAm6SU', 'jgB1v74jr7I', 'ReKRdROw26E', 'G-qyX_Ri17M', 'Jp29JYGq5Hw', 'UL_4rTDC_Cc', '741ZD-uSm1c', 'FeRfu7zymkE', 'fmkBVj0XHcg', 'WrmGOvDCfqY', 'UJiPAfDt75A', 'M52Nd5lHUxY', 'zzZHXA3ZTEI', 'RaFN_o8sOGA', 'w4h5MYqoaL8', '6E_OccV6e5w', '_v1odsXkQAY', 'Jl0Qk63z2ZY', 'JJKkb7M1n_I', 'E4i2q_2ZoC8', 'LUPL4_y_HPM', '6tJsZT5K2JU', 'qGNGcoI5Lkc', 'TIfB6UDdq4o', 'eanwwoAyRTQ', 'qzjutBcGkBc', 'VtF2AgFSLAw', 'm0wI61ahfLc', 'YNLf4q-w97A', 'EpMZKJePQVQ', 'FjgogitLDK4', '2lfvB2uXvt4', 'oP393DSX9xs', 'tirNbkEXZII', '_Efb_oMgxEs', 'GmM6stksBvY', 'uL8BwstqiqE', 'NJsANA8bB7w', 'XyKhMocUmoo', 'pxrAknfPfxU', 'hG9Gj-ANqiw', 'Thfp-rkvdeI', 'mgWRF8zU4L0', 'GKXhlE9oPJE', 'yug-50ZjgkI', 'RxnR60A604I', 'KngpxNwqxEI', 'MmwQ8o2haOg', '_376umvTebQ', 'TdQ-PDgoAAg', 'eEbF_e9nLeU', 'ukDxK5ZiR5A', 'V04q_V-Tips', '8okA22yMwTs', 'YFpGMPE3E9Q', 'xrluwZk_kec', 'cKyfJIAZgbE', 'sLYI4u-Cb8c', 'aai8HTP_Z7k', '6e2zXNfhD2k', 'Ha4s4mRtJsY', 'nuly-6LrPGc', 'TOxzIeIUKjY', 'K5FCY8c4ugU', 'I3-D6dfEf64', 'L4WRfIVl3QE', 'sLk96taWRJg', 'MZBbvKt3Xfs', 'Z95ESgjxUEg', '3OSP_--hYUU', 'CrN0_7A5z9o', 'G4e-wJzKBoM', 'bezhgnQdEX0', 'CKt59QAEvLA', 'YjNPm-S0WZw', 'fUvvjdH62j0', 'SIc0Ry-toqA', 'x6NMVfE_aKw', 'NDu4Ev4PmS4', 'R5Oda7Ha5do', 'DtAZfoMFc60', 'EOsOGyIqaZs', 'IKh7wys2GDU', 'lz7umJQ8UuI', 'TTo4AvCvckY', '7C839zQT0_M', '4F1tZgwAH2U', '7Puy2fNyD-Y', 'sq9810YSpFk', 'X9z9lHH8FKA', 'JAnwcYodBrA', 'wDUuiJXnvrg', '8Es6BZpT_X0', 'YZVQ8xUlimg', 'LC5tvGQyPDY', '6kPc3PeDH84', '8vTCyN6_U9g', 'lFPFfXQ62Og', '75cuLgNeOZc', '7oRJuwT5yWM', '30_x4y2LMlg', 'KY600RfMpUg', 'EZ1WmYAQNTo', 'rBubGnzhOuA', 'H4U6Ng-jYxA', 'jRh0qhQEZmI', 'cUpUEIxZw7Y', 'XfaHEPqRNkg', '6e0CI8xFhdU', '-SkofcRWqYM']"
